,dteday,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,StandardizedTemp,StandardizedHumidity,StandardizedWindspeed,LogCasual,TempCategory,season_orig,Season_1,Season_2,Season_3,Season_4,fakeNaNvals,WindspeedImputed,HolidayUsage,InteractionTerm,WindSpeedCategory,WeekdayEncoded
184,2011-07-04,0,7,1,1,0,2,0.8317833728704709,0.7696601220435523,0.637917,0.0814792,3065,2978,6043,1.2634851293037686,0.07037141577545784,-1.4065807314327985,8.027802848370312,76-100,3,0,0,1,0,3,0.0814792,3065,0.5306087538714122,Low,674.1333333333333
185,2011-07-05,0,7,0,2,1,1,0.8567043546674383,0.8102481090180126,0.590417,0.126258,1031,3634,4665,1.3727442998346897,-0.2631278594523953,-0.8287738884043804,6.93828448401696,76-100,3,0,0,1,0,3,0.126258,0,0.5058128149696849,Low,556.1826923076923
186,2011-07-06,0,7,0,3,1,1,0.8234759635884519,0.7961963512947308,0.7433330000000001,0.149883,784,3845,4629,1.2270635848072864,0.8105010915106039,-0.5239268030303559,6.664409020350408,76-100,3,0,0,1,0,3,0.149883,0,0.6121168584420948,Medium,551.1442307692307
187,2011-07-07,0,7,0,4,1,1,0.860857436283903,0.7978213934303143,0.65125,0.15919999999999998,754,3838,4592,1.390952340603668,0.1639829070725732,-0.40370414506507396,6.625392368007956,76-100,3,0,0,1,0,3,0.15919999999999998,0,0.5606334053798918,Medium,590.9615384615385
188,2011-07-08,0,7,0,5,1,2,0.8099775137981245,0.776309930976401,0.757917,0.225129,692,3348,4040,1.1678833550892134,0.9128959005616134,0.4470160027285378,6.539585955617669,76-100,3,0,0,1,0,3,0.225129,0,0.6138957273253332,High,752.2884615384615
189,2011-07-09,0,7,0,6,0,1,0.8400895361034002,0.7680075145728739,0.609167,0.167912,1988,3348,5336,1.299901210841725,-0.1314834087045582,-0.2912881532014333,7.59488438721652,76-100,3,0,0,1,0,3,0.167912,0,0.5117548224395,Medium,1465.2571428571428
190,2011-07-10,0,7,0,0,0,1,0.857742313559282,0.8019614442345395,0.578333,0.183471,1743,3138,4881,1.3772949442873024,-0.3479700750703611,-0.09052134679574245,7.463363045520021,76-100,3,0,0,1,0,3,0.183471,0,0.4960606854276802,Medium,1338.2952380952381
191,2011-07-11,0,7,0,1,1,1,0.8764330499070073,0.8541767520789515,0.635833,0.282337,723,3363,4086,1.4592393221854922,0.05573957388967178,1.1852040264355095,6.583409222158765,76-100,3,0,0,1,0,3,0.282337,0,0.5572650554215222,High,674.1333333333333
192,2011-07-12,0,7,0,2,1,1,0.9158916864352356,0.8666087182066676,0.559167,0.20025400000000002,662,3596,4258,1.6322348298456255,-0.4825352773654567,0.1260394419378983,6.495265555937008,76-100,3,0,0,1,0,3,0.20025400000000002,0,0.5121364066289313,Medium,556.1826923076923
193,2011-07-13,0,7,0,3,1,1,0.8567043546674383,0.8011462978967387,0.631667,0.14613299999999999,748,3594,4342,1.3727442998346897,0.026489932192845723,-0.5723152292802012,6.617402977974478,76-100,3,0,0,1,0,3,0.14613299999999999,0,0.5411518695997167,Low,551.1442307692307
194,2011-07-14,0,7,0,4,1,1,0.7746719588863612,0.7298702171518341,0.47625,0.240667,888,4196,5084,1.0130958881980592,-1.0646986332405703,0.6475118339472297,6.78897174299217,76-100,3,0,0,1,0,3,0.240667,0,0.3689375204196295,High,590.9615384615385
195,2011-07-15,0,7,0,5,1,1,0.7528660998140145,0.715781705648426,0.59125,0.182833,1318,4220,5538,0.9174941139835024,-0.2572793353205042,-0.09875383104838277,7.183870715062453,76-100,3,0,0,1,0,3,0.182833,0,0.44513208151503614,Medium,752.2884615384615
196,2011-07-16,0,7,0,6,0,1,0.7819414092765364,0.7340168311310818,0.585,0.208342,2418,3505,5923,1.044966788241928,-0.3011608189031171,0.2304035996735642,7.790696031174738,76-100,3,0,0,1,0,3,0.208342,0,0.45743572442677377,Medium,1465.2571428571428
197,2011-07-17,0,7,0,0,0,1,0.8224380046966081,0.7754567182234693,0.604167,0.24503300000000003,2006,3296,5302,1.222512940354673,-0.16658859557064806,0.7038488656823831,7.603897968521881,76-100,3,0,0,1,0,3,0.24503300000000003,0,0.4968899019835356,High,1338.2952380952381
198,2011-07-18,0,7,0,1,1,1,0.8567043546674383,0.8202070707972315,0.65125,0.21580400000000002,841,3617,4458,1.3727442998346897,0.1639829070725732,0.3266901161205898,6.734591659972948,76-100,3,0,0,1,0,3,0.21580400000000002,0,0.5579287109771692,High,674.1333333333333
199,2011-07-19,0,7,0,2,1,1,0.8940858273628891,0.8773775757836694,0.650417,0.1306,752,3789,4541,1.5366330556310699,0.15813438294068285,-0.7727465425972264,6.62273632394984,76-100,3,0,0,1,0,3,0.1306,0,0.5815286215758882,Low,556.1826923076923
200,2011-07-20,0,7,0,3,1,1,0.8837012542480931,0.8765519283658325,0.7070830000000001,0.113817,644,3688,4332,1.4911047592708364,0.5559884867314527,-0.9893073313308668,6.467698726104354,76-100,3,0,0,1,0,3,0.113817,0,0.6248501339575045,Low,551.1442307692307
201,2011-07-21,0,7,0,4,1,2,0.9418506271240463,0.9809339765594892,0.69125,0.222021,632,3152,3784,1.746044644829158,0.44482440200129203,0.4069116750526661,6.448889394146858,76-100,3,0,0,1,0,3,0.222021,0,0.651054245999497,High,590.9615384615385
202,2011-07-22,0,7,0,5,1,1,0.983385181435962,1.0,0.580417,0.1331,562,2825,3387,1.9281414413945173,-0.333338233184575,-0.7404875917639963,6.331501849893691,76-100,3,0,0,1,0,3,0.1331,0,0.5707734768535168,Low,752.2884615384615
203,2011-07-23,0,7,0,6,0,1,0.9844243863768956,0.9519457451198856,0.5,0.131221,987,2298,3285,1.9326975488056568,-0.8979489956266438,-0.764733419210252,6.894670039433482,76-100,3,0,0,1,0,3,0.131221,0,0.4922121931884478,Low,1465.2571428571428
204,2011-07-24,0,7,0,0,0,1,0.960541363471772,0.939530843247228,0.550833,0.16917100000000002,1050,2556,3606,1.8279890227273492,-0.5410486028338549,-0.2750425455618185,6.956545443151569,76-100,3,0,0,1,0,3,0.16917100000000002,0,0.5290978808652466,Medium,1338.2952380952381
205,2011-07-25,0,7,0,1,1,1,0.852550027001884,0.842565182829054,0.757083,0.09080830000000001,568,3272,3840,1.3545307961071857,0.9070403553923496,-1.2862019401454836,6.342121418721152,76-100,3,0,0,1,0,3,0.09080830000000001,0,0.6454511320926672,Low,674.1333333333333
206,2011-07-26,0,7,0,2,1,1,0.8878555819136474,0.8110895080559036,0.540833,0.20025800000000002,750,3840,4590,1.5093182629983404,-0.6112589765660346,0.1260910562592315,6.620073206530356,76-100,3,0,0,1,0,3,0.20025800000000002,0,0.4801815979331037,Medium,556.1826923076923
207,2011-07-27,0,7,0,3,1,1,0.892008663530112,0.8028041559074351,0.4029170000000001,0.183463,755,3901,4656,1.5275263037673181,-1.5795723669307626,-0.09062457543840888,6.626717749249025,76-100,3,0,0,1,0,3,0.183463,0,0.3594054546835622,Medium,551.1442307692307
208,2011-07-28,0,7,0,4,1,1,0.8972009500875101,0.8674291150844865,0.583333,0.178479,606,3784,4390,1.5502904519474352,-0.3128648882042712,-0.1549360198195363,6.406879986069314,76-100,3,0,0,1,0,3,0.178479,0,0.5233669218173975,Medium,590.9615384615385
209,2011-07-29,0,7,0,5,1,1,0.9709246905374782,0.9278982718372585,0.5425,0.17413800000000001,670,3176,3846,1.8735118561290565,-0.5995549072648804,-0.2109504620463569,6.507277712385012,76-100,3,0,0,1,0,3,0.17413800000000001,0,0.5267266446165819,Medium,752.2884615384615
210,2011-07-30,0,7,0,6,0,1,0.9283521773337192,0.852513643528237,0.465833,0.168537,1559,2916,4475,1.6868644151110859,-1.1378367795573818,-0.28322341549312596,7.351799869057777,76-100,3,0,0,1,0,3,0.168537,0,0.4324570798238984,Medium,1465.2571428571428
211,2011-07-31,0,7,0,0,0,1,0.9304280951174065,0.8541662509989153,0.480833,0.16481300000000002,1524,2778,4302,1.6959657040163114,-1.0325212189591124,-0.3312763486543053,7.329093736246592,76-100,3,0,0,1,0,3,0.16481300000000002,0,0.44738053225958796,Medium,1338.2952380952381
212,2011-08-01,0,8,0,1,1,1,0.8878555819136474,0.8193761728393766,0.550833,0.156717,729,3537,4266,1.5093182629983404,-0.5410486028338549,-0.43574373503263797,6.591673732008658,76-100,3,0,0,1,0,3,0.156717,0,0.48906015375224016,Medium,674.1333333333333
213,2011-08-02,0,8,0,2,1,1,0.9023919905958183,0.8243366205214206,0.49125,0.20585,801,4044,4845,1.5730491371690256,-0.9593830726423007,0.1982478774830005,6.68586094706836,76-100,3,0,0,1,0,3,0.20585,0,0.4433000653801958,Medium,556.1826923076923
214,2011-08-03,0,8,0,3,1,2,0.8380136183197127,0.7887195823090406,0.6575,0.135583,467,3107,3574,1.2907999219364985,0.20786439065518533,-0.708448001796432,6.1463292576688975,76-100,3,0,0,1,0,3,0.135583,0,0.550993954045211,Low,551.1442307692307
215,2011-08-04,0,8,0,4,1,2,0.8110154726899685,0.7688344746257153,0.7575,0.19715,799,3777,4576,1.1724339995418276,0.9099681279769816,0.08598672858335947,6.683360945766275,76-100,3,0,0,1,0,3,0.19715,0,0.6143442205626511,Medium,590.9615384615385
216,2011-08-05,0,8,0,5,1,1,0.8120534315818121,0.7580433022536368,0.630833,0.184696,1023,3843,4866,1.1769846439944398,0.020634387023581932,-0.07471446088745963,6.930494765951626,76-100,3,0,0,1,0,3,0.184696,0,0.5122701024050492,Medium,752.2884615384615
217,2011-08-06,0,8,0,6,0,2,0.8193228819719874,0.7837538840869784,0.755,0.22825,1521,2773,4294,1.208855544038309,0.892415534543937,0.48728807694874243,7.327123292259293,76-100,3,0,0,1,0,3,0.22825,0,0.6185887758888505,High,1465.2571428571428
218,2011-08-07,0,8,0,0,0,1,0.8515120681100402,0.8351277928934991,0.752917,0.201487,1298,2487,3785,1.3499801516545724,0.8777907136955235,0.1419495564888472,7.168579897264035,76-100,3,0,0,1,0,3,0.201487,0,0.641117911785207,Medium,1338.2952380952381
219,2011-08-08,0,8,0,1,1,1,0.8795481726316283,0.8193643591243359,0.592083,0.19217499999999998,846,3480,4326,1.4728967185018578,-0.2514308111886138,0.021791416425231427,6.740519359606223,76-100,3,0,0,1,0,3,0.19217499999999998,0,0.5207655206962524,Medium,674.1333333333333
220,2011-08-09,0,8,0,2,1,1,0.892008663530112,0.8467170473483199,0.570417,0.151121,907,3695,4602,1.5275263037673181,-0.4035486069167547,-0.5079521705777401,6.810142450115136,76-100,3,0,0,1,0,3,0.151121,0,0.5088169058248558,Medium,556.1826923076923
221,2011-08-10,0,8,0,3,1,1,0.8816253364644056,0.795343138541799,0.42416699999999996,0.20025800000000002,884,3896,4780,1.48200347036561,-1.4303753227498819,0.1260910562592315,6.784457062637643,76-100,3,0,0,1,0,3,0.20025800000000002,0,0.3739563740920975,Medium,551.1442307692307
222,2011-08-11,0,8,0,4,1,1,0.8203608408638311,0.7514197460208784,0.42375,0.164796,812,3980,4792,1.213406188490922,-1.4333030953345134,-0.3314957095199714,6.699500340161678,76-100,3,0,0,1,0,3,0.164796,0,0.34762790631604845,Medium,590.9615384615385
223,2011-08-12,0,8,0,5,1,1,0.8089383088571911,0.7547288988672486,0.415,0.125621,1051,3854,4905,1.1633272476780743,-1.4947371723501708,-0.8369934690766874,6.957497370876951,76-100,3,0,0,1,0,3,0.125621,0,0.3357093981757343,Low,752.2884615384615
224,2011-08-13,0,8,0,6,0,2,0.780902204335603,0.743986293990337,0.729583,0.211454,1504,2646,4150,1.0404106808307891,0.7139618276288558,0.2705595416707691,7.315883504509785,76-100,3,0,0,1,0,3,0.211454,0,0.5697329729457822,Medium,1465.2571428571428
225,2011-08-14,0,8,0,0,0,2,0.7694809183780529,0.7158040204435028,0.8175,0.222633,1338,2482,3820,0.9903372029764682,1.3312303703700596,0.41480866621664086,7.198931240688173,76-100,3,0,0,1,0,3,0.222633,0,0.6290506507740582,High,1338.2952380952381
226,2011-08-15,0,8,0,1,1,1,0.7559812225386358,0.7050128480714243,0.7120830000000001,0.208954,775,3563,4338,0.9311515102998689,0.5910936735975426,0.23830059083753893,6.652863029353347,76-100,3,0,0,1,0,3,0.208954,0,0.5383213768889795,Medium,674.1333333333333
227,2011-08-16,0,8,0,2,1,1,0.7995929406833284,0.7439587286552423,0.578333,0.23632899999999998,721,4004,4725,1.1223550587289794,-0.3479700750703611,0.5915361024614086,6.580639137284949,76-100,3,0,0,1,0,3,0.23632899999999998,0,0.46243098416421136,High,556.1826923076923
228,2011-08-17,0,8,0,3,1,1,0.8276290452049165,0.771306166339208,0.575417,0.143667,668,4026,4694,1.2452716255762646,-0.3684434200506649,-0.6041354583820993,6.504288173536645,76-100,3,0,0,1,0,3,0.143667,0,0.4762318223046774,Low,551.1442307692307
229,2011-08-18,0,8,0,4,1,1,0.8130926365227455,0.7655135080643045,0.6545830000000001,0.233208,639,3166,3805,1.1815407514055787,0.1873840246375097,0.5512640282412044,6.459904454377535,76-100,3,0,0,1,0,3,0.233208,0,0.5322366172929685,High,590.9615384615385
230,2011-08-19,0,8,0,5,1,2,0.7798642454437594,0.7273985254383414,0.722917,0.139308,797,3356,4153,1.035860036378177,0.6671595924989853,-0.6603821650549193,6.680854678790215,76-100,3,0,0,1,0,3,0.139308,0,0.5637771207234663,Low,752.2884615384615
231,2011-08-20,0,8,0,6,0,1,0.7954398590668638,0.74810534263449,0.674167,0.104467,1914,3277,5191,1.1041470179600013,0.324884020554609,-1.1099558074471474,7.5569505720129,76-100,3,0,0,1,0,3,0.104467,0,0.5362593034675303,Low,1465.2571428571428
232,2011-08-21,0,8,0,0,0,1,0.8120534315818121,0.7829282366691415,0.77,0.248754,1249,2624,3873,1.1769846439944398,0.9977310951422066,0.7518630881025625,7.130098510125578,76-100,3,0,0,1,0,3,0.248754,0,0.6252811423179954,High,1338.2952380952381
233,2011-08-22,0,8,0,1,1,1,0.7881716547257784,0.7340050174160413,0.47,0.27675,833,3925,4758,1.072281580874659,-1.1085801168231828,1.1131117231134067,6.725033642166843,76-100,3,0,0,1,0,3,0.27675,0,0.37044067772111583,High,674.1333333333333
234,2011-08-23,0,8,0,2,1,1,0.7248299952924264,0.6917552345258711,0.45541699999999996,0.146763,1281,4614,5895,0.7945775471362173,-1.2109679048368205,-0.5641859736702269,7.155396301896734,51-75,3,0,0,1,0,3,0.146763,0,0.33009990196609096,Low,556.1826923076923
235,2011-08-24,0,8,0,3,1,1,0.7653265907124983,0.7240788715119351,0.605,0.253108,949,4181,5130,0.9721236992489632,-0.16074007143875768,0.8080452768737161,6.855408798609928,76-100,3,0,0,1,0,3,0.253108,0,0.46302258738106145,High,551.1442307692307
236,2011-08-25,0,8,0,4,1,2,0.7788262865519154,0.7439810434503189,0.7716670000000001,0.21083300000000002,435,3107,3542,1.0313093919255627,1.0094351644433615,0.26254641828379494,6.075346031088684,76-100,3,0,0,1,0,3,0.21083300000000002,0,0.600994544064657,Medium,590.9615384615385
237,2011-08-26,0,8,0,5,1,1,0.7985549817914847,0.7621991046779162,0.76125,0.0839625,768,3893,4661,1.1178044142763661,0.9362970181265491,-1.3745372703911345,6.643789733147672,76-100,3,0,0,1,0,3,0.0839625,0,0.6078999798887676,Low,752.2884615384615
238,2011-08-27,0,8,0,6,0,2,0.7736339999945174,0.7304635281738727,0.85,0.37561700000000003,226,889,1115,1.0085452437454459,1.5594140849996434,2.388849999924992,5.420534999272286,76-100,3,0,0,1,0,3,0.37561700000000003,0,0.6575888999953398,High,1465.2571428571428
239,2011-08-28,0,8,0,0,0,1,0.8073508423167243,0.7467441401348128,0.561765,0.304659,1415,2919,4334,1.1563674385152547,-0.4642946222698365,1.4732377466352549,7.254884810077338,76-100,3,0,0,1,0,3,0.304659,0,0.4535414459340546,High,1338.2952380952381
240,2011-08-29,0,8,0,1,1,1,0.7196389547841182,0.6942374273193999,0.554583,0.159825,729,3905,4634,0.7718188619146269,-0.5147197126842873,-0.3956394073567663,6.591673732008658,51-75,3,0,0,1,0,3,0.159825,0,0.3990995304610407,Medium,674.1333333333333
241,2011-08-30,0,8,0,2,1,1,0.7227540775087392,0.6768397629696215,0.548333,0.125008,775,4429,5204,0.7854762582309923,-0.5586011962669002,-0.8449033638209954,6.652863029353347,51-75,3,0,0,1,0,3,0.125008,0,0.3963099115825995,Low,556.1826923076923
242,2011-08-31,0,8,0,3,1,1,0.7445599365810855,0.6983892918386657,0.597917,0.0833333,688,4370,5058,0.8810780324455476,-0.21047007915326016,-1.3826562031368417,6.5337888379333435,51-75,3,0,0,1,0,3,0.0833333,0,0.44518504360075295,Low,551.1442307692307
243,2011-09-01,0,9,0,4,1,1,0.7424827727483083,0.7033773048558045,0.639167,0.141796,783,4332,5115,0.8719712805817953,0.07914771249198088,-0.6282780571856885,6.663132695990803,51-75,3,0,0,1,0,3,0.141796,0,0.474570486409218,Low,590.9615384615385
244,2011-09-02,0,9,0,5,1,2,0.7279451180170474,0.6901026270551928,0.727083,0.139929,875,3852,4727,0.8082349434525827,0.6964092341958114,-0.6523690416679448,6.774223886357614,51-75,3,0,0,1,0,3,0.139929,0,0.5292765202431889,Low,752.2884615384615
245,2011-09-03,0,9,0,6,0,1,0.7601355502041899,0.7273880243583053,0.716667,0.185325,1935,2549,4484,0.949365014027372,0.6232781089163731,-0.06659810885781905,7.5678626054638825,76-100,3,0,0,1,0,3,0.185325,0,0.5447640643581861,Medium,1465.2571428571428
246,2011-09-04,0,9,0,0,0,1,0.8099775137981245,0.7696758736636063,0.742083,0.206467,2521,2419,4940,1.1678833550892134,0.8017247947940809,0.20620938654864177,7.83241092718792,76-100,3,0,0,1,0,3,0.206467,0,0.6010705433718537,Medium,1338.2952380952381
247,2011-09-05,0,9,1,1,0,2,0.7653265907124983,0.7174553152791764,0.790417,0.212696,1236,2115,3351,0.9721236992489632,1.141079615191198,0.2865857884447177,7.119635638017636,76-100,3,0,0,1,0,3,0.212696,1236,0.6049271478512008,Medium,674.1333333333333
248,2011-09-06,0,9,0,2,1,3,0.5991871274157465,0.5724800295710414,0.886957,0.343943,204,2506,2710,0.24373105002900297,1.8188905632016596,1.9801419964482996,5.318119993844216,51-75,3,0,0,1,0,3,0.343943,0,0.5314532169712883,High,556.1826923076923
249,2011-09-07,0,9,0,3,1,3,0.6729121139148047,0.6105845111169683,0.917083,0.0970208,118,1878,1996,0.5669579171691514,2.030406335107224,-1.2060384473249068,4.770684624465665,51-75,3,0,0,1,0,3,0.0970208,0,0.6171162601653308,Low,551.1442307692307
250,2011-09-08,0,9,0,4,1,3,0.7162073355906758,0.625196763987176,0.9395650000000001,0.192748,153,1689,1842,0.7567738741325192,2.188253297331911,0.029185167956208003,5.030437921392435,51-75,3,0,0,1,0,3,0.192748,0,0.6729233452642535,Medium,590.9615384615385
251,2011-09-09,0,9,0,5,1,2,0.7362525272990665,0.6561552605685493,0.897917,0.12437900000000002,417,3127,3544,0.8446564879490653,1.8958411328121285,-0.853019715850636,6.0330862217988015,51-75,3,0,0,1,0,3,0.12437900000000002,0,0.6610936605547959,Low,752.2884615384615
252,2011-09-10,0,9,0,6,0,1,0.7487130181975503,0.6942426778594178,0.75375,0.153608,1750,3595,5345,0.8992860732145262,0.8836392378274147,-0.47586096628884295,7.4673710669175595,51-75,3,0,0,1,0,3,0.153608,0,0.5643424374664036,Medium,1465.2571428571428
253,2011-09-11,0,9,0,0,0,1,0.7404056089155312,0.6959057864101323,0.71375,0.115054,1633,3413,5046,0.8628645287180435,0.6027977428986959,-0.9733456024585846,7.398174092970465,51-75,3,0,0,1,0,3,0.115054,0,0.5284645033634604,Low,1338.2952380952381
254,2011-09-12,0,9,0,1,1,1,0.7292098578432435,0.6865873905131143,0.692174,0.088913,690,4023,4713,0.813779846357027,0.45131184053414486,-1.310658095951172,6.536691597591305,51-75,3,0,0,1,0,3,0.088913,0,0.5047401041427892,Low,674.1333333333333
255,2011-09-13,0,9,0,2,1,1,0.7372904861909102,0.688456582759537,0.7125,0.141804,701,4062,4763,0.8492071324016781,0.5940214461821737,-0.6281748285430221,6.55250788703459,51-75,3,0,0,1,0,3,0.141804,0,0.5253194714110235,Low,556.1826923076923
256,2011-09-14,0,9,0,3,1,1,0.7653265907124983,0.7191013595748322,0.6970829999999999,0.1673,647,4138,4785,0.9721236992489632,0.4857781129992714,-0.29918514436540805,6.472346294500901,76-100,3,0,0,1,0,3,0.1673,0,0.5334961558336404,Medium,551.1442307692307
257,2011-09-15,0,9,0,4,1,2,0.6459139682850602,0.622978410829554,0.7091670000000001,0.271146,428,3231,3659,0.4485919947744789,0.5706203286172388,1.040800058925638,6.059123195581797,51-75,3,0,0,1,0,3,0.271146,0,0.4580608711468114,High,590.9615384615385
258,2011-09-16,0,9,0,5,1,2,0.5109257322345174,0.5019587139537302,0.590417,0.164183,742,4018,4760,-0.14322669128183121,-0.2631278594523953,-0.3394056042642795,6.60934924316738,51-75,3,0,0,1,0,3,0.164183,0,0.30165923804870703,Medium,752.2884615384615
259,2011-09-17,0,9,0,6,0,2,0.5389618367561057,0.5243220765255707,0.7183329999999999,0.189675,1434,3077,4511,-0.02031012443454555,0.6349751571801531,-0.010467534407998368,7.2682230211595655,51-75,3,0,0,1,0,3,0.189675,0,0.3871540730825236,Medium,1465.2571428571428
260,2011-09-18,0,9,0,0,0,1,0.5586905319956746,0.5401065124548059,0.695,0.178483,1353,2921,4274,0.06618489791625697,0.4711532921508588,-0.1548844054982031,7.210079628170788,51-75,3,0,0,1,0,3,0.178483,0,0.38828991973699384,Medium,1338.2952380952381
261,2011-09-19,0,9,0,1,1,2,0.6106096594223864,0.5914804212613267,0.69,0.15174200000000002,691,3848,4539,0.2938099908418501,0.43604810528476895,-0.49993904719076565,6.53813982376767,51-75,3,0,0,1,0,3,0.15174200000000002,0,0.4213206650014466,Medium,674.1333333333333
262,2011-09-20,0,9,0,2,1,2,0.6261852730454911,0.5948171394427917,0.88125,0.13495400000000002,438,3203,3641,0.36209697242367594,1.7788215029127048,-0.7165643538260725,6.082218910376446,51-75,3,0,0,1,0,3,0.13495400000000002,0,0.551825771871339,Low,556.1826923076923
263,2011-09-21,0,9,0,3,1,2,0.6677198273574065,0.6188593621854007,0.9,0.0964042,539,3813,4352,0.5441937689890342,1.9104659536605417,-1.2139947949584147,6.289715570908998,51-75,3,0,0,1,0,3,0.0964042,0,0.600947844621666,Low,551.1442307692307
264,2011-09-22,0,9,0,4,1,2,0.7092543816693221,0.624674335255381,0.902083,0.128125,555,4240,4795,0.7262905655543929,1.9250907745089545,-0.8046829039221244,6.318968113746434,51-75,3,0,0,1,0,3,0.128125,0,0.6398063203794071,Low,590.9615384615385
265,2011-09-23,0,9,0,5,1,2,0.6853726048132883,0.5815700269772746,0.9725,0.0783667,258,2137,2395,0.6215875024346117,2.419491163218844,-1.4467431252201701,5.552959584921617,51-75,4,0,0,0,1,,0.0783667,0,0.6665248581809229,Low,752.2884615384615
266,2011-09-24,0,9,0,6,0,2,0.6822574820886671,0.637077423412998,0.8625,0.0783833,1776,3647,5423,0.6079301061182453,1.6471770521648683,-1.4465289257866374,7.4821189235521155,51-75,4,0,0,0,1,,0.0783833,0,0.5884470783014754,Low,1465.2571428571428
267,2011-09-25,0,9,0,0,0,2,0.7165238320594974,0.6478738463250945,0.845,0.0503792,1544,3466,5010,0.7581614655982624,1.5243088981335535,-1.8078820797981814,7.342131730584722,51-75,4,0,0,0,1,,0.0503792,0,0.6054626380902753,Low,1338.2952380952381
268,2011-09-26,0,9,0,1,1,2,0.7352145684072228,0.6694076235740846,0.8483329999999999,0.1107,684,3946,4630,0.8401058434964521,1.5477100156984884,-1.029527791229738,6.52795791762255,51-75,4,0,0,0,1,,0.1107,0,0.6237067804606045,Low,674.1333333333333
269,2011-09-27,0,9,0,2,1,2,0.7196389547841182,0.6503521012136098,0.885417,0.118171,477,3643,4120,0.7718188619146269,1.8080781656469043,-0.9331251425597132,6.1675164908883415,51-75,4,0,0,0,1,,0.118171,0,0.6371805644280896,Low,556.1826923076923
270,2011-09-28,0,9,0,3,1,2,0.7175617909513412,0.6511829991714647,0.84875,0.148629,480,3427,3907,0.7627121100508756,1.550637788283121,-0.5401078927683038,6.173786103901937,51-75,4,0,0,0,1,,0.148629,0,0.6090305700699509,Low,551.1442307692307
271,2011-09-29,0,9,0,4,1,1,0.694717972987151,0.6503350369585512,0.6991669999999999,0.172883,653,4186,4839,0.6625596913837066,0.5004099548850575,-0.22714445536463848,6.481577129276431,51-75,4,0,0,0,1,,0.172883,0,0.4857238810195073,Medium,590.9615384615385
272,2011-09-30,0,9,0,5,1,1,0.6293003957701119,0.6113720921196745,0.6475,0.206475,830,4372,5202,0.3757543687400404,0.13765401692300563,0.20631261519130784,6.721425700790643,51-75,4,0,0,0,1,,0.206475,0,0.40747200626114743,Medium,752.2884615384615
273,2011-10-01,0,10,0,6,0,2,0.4372007457354593,0.43814890111447957,0.75375,0.292296,480,1949,2429,-0.4664535584219796,0.8836392378274147,1.313710782974765,6.173786103901937,41-50,4,0,0,0,1,,0.292296,0,0.3295400620981025,High,1465.2571428571428
274,2011-10-02,0,10,0,0,0,2,0.3707452096265766,0.34948565709983265,0.791667,0.22201300000000002,616,2302,2918,-0.7578095255182583,1.14985591190772,0.40680844641,6.423246963533519,31-40,4,0,0,0,1,,0.22201300000000002,0,0.29350674786944303,High,1338.2952380952381
275,2011-10-03,0,10,0,1,1,2,0.4050115595974066,0.41082377822559046,0.760833,0.0833458,330,3240,3570,-0.6075781660382428,0.9333692455419172,-1.3824949083826756,5.799092654460526,41-50,4,0,0,0,1,,0.0833458,0,0.3081461599231736,Low,674.1333333333333
276,2011-10-04,0,10,0,2,1,1,0.5296164685822429,0.5169004382100699,0.71,0.205854,486,3970,4456,-0.061282313383640936,0.5764688527491284,0.1982994918043337,6.186208623900494,51-75,4,0,0,0,1,,0.205854,0,0.3760276926933924,Medium,556.1826923076923
277,2011-10-05,0,10,0,3,1,1,0.5971099635829694,0.5881502662548843,0.647917,0.17725,559,4267,4826,0.2346242981652512,0.14058178950763753,-0.17079452004915235,6.326149473155099,51-75,4,0,0,0,1,,0.17725,0,0.3868776962747868,Medium,551.1442307692307
278,2011-10-06,0,10,0,4,1,1,0.5420769594807265,0.5268331472891986,0.620833,0.13495400000000002,639,4126,4765,-0.0066527281181805835,-0.049575986708597766,-0.7165643538260725,6.459904454377535,51-75,4,0,0,0,1,,0.13495400000000002,0,0.3365392649852979,Low,590.9615384615385
279,2011-10-07,0,10,0,5,1,1,0.5628436136121393,0.558308822062349,0.684167,0.0223917,949,4036,4985,0.08439293868523513,0.3950943942867887,-2.169021034376193,6.855408798609928,51-75,4,0,0,0,1,,0.0223917,0,0.3850790265941765,Low,752.2884615384615
280,2011-10-08,0,10,0,6,0,1,0.5763433094515565,0.5699098902322103,0.70125,0.0454042,2235,3174,5409,0.14357863136183502,0.5150347757334717,-1.8720773919563092,7.711996507047669,51-75,4,0,0,0,1,,0.0454042,0,0.40416074575290406,Low,1465.2571428571428
281,2011-10-09,0,10,0,0,0,1,0.6002250863075902,0.5840089028156545,0.7275,0.06345,2397,3114,5511,0.2482816944816157,0.6993370067804432,-1.6392219619777875,7.781973234434385,51-75,4,0,0,0,1,,0.06345,0,0.4366637502887719,Low,1338.2952380952381
282,2011-10-10,0,10,1,1,0,1,0.6376065590030412,0.608872835071087,0.73375,0.0423042,1514,3603,5117,0.41217045027799676,0.7432184903630553,-1.9120784909895148,7.322510433997394,51-75,4,0,0,0,1,,0.0423042,1514,0.46784381266848146,Low,674.1333333333333
